"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"TAXON"	"taxaname.orig"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"SPHAEROMIINI"	NA	"PROBEZZIA"	NA	"PROBEZZIA"	"PROBEZZIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"CERATOPOGONINAE"	"SPHAEROMIINI"	NA	"SPHAEROMIAS"	NA	"SPHAEROMIAS"	"SPHAEROMIAS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"DASYHELEINAE"	NA	NA	"DASYHELEA"	NA	"DASYHELEA"	"DASYHELEA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"ATRICHOPOGON"	NA	"ATRICHOPOGON"	"ATRICHOPOGON"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	"FORCIPOMYIINAE"	NA	NA	"FORCIPOMYIA"	NA	"FORCIPOMYIA"	"FORCIPOMYIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CERATOPOGONIDAE"	NA	NA	NA	NA	NA	"CERATOPOGONIDAE"	"CERATOPOGONIDAE"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHAOBORIDAE"	NA	NA	NA	NA	NA	"CHAOBORIDAE"	"CHAOBORIDAE"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"ASHEUM"	"ASHEUM.BECKAE"	"ASHEUM.BECKAE"	"ASHEUM beckae"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CHIRONOMUS"	NA	"CHIRONOMUS"	"CHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CLADOPELMA"	NA	"CLADOPELMA"	"CLADOPELMA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CRYPTOCHIRONOMUS"	NA	"CRYPTOCHIRONOMUS"	"CRYPTOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"CRYPTOTENDIPES"	NA	"CRYPTOTENDIPES"	"CRYPTOTENDIPES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"DEMICRYPTOCHIRONOMUS"	NA	"DEMICRYPTOCHIRONOMUS"	"DEMICRYPTOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"DICROTENDIPES"	NA	"DICROTENDIPES"	"DICROTENDIPES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"ENDOCHIRONOMUS"	NA	"ENDOCHIRONOMUS"	"ENDOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"GLYPTOTENDIPES"	NA	"GLYPTOTENDIPES"	"GLYPTOTENDIPES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"HYPORHYGMA"	"HYPORHYGMA.QUADRIPUNCTATUS"	"HYPORHYGMA.QUADRIPUNCTATUS"	"HYPORHYGMA quadripunctatus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"LAUTERBORNIELLA"	"LAUTERBORNIELLA.AGRAYLOIDES"	"LAUTERBORNIELLA.AGRAYLOIDES"	"LAUTERBORNIELLA agrayloides"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.PEDELLUS"	"MICROTENDIPES.PEDELLUS"	"MICROTENDIPES pedellus grp"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	"MICROTENDIPES.RYDALENSIS"	"MICROTENDIPES.RYDALENSIS"	"MICROTENDIPES rydalensis grp"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"MICROTENDIPES"	NA	"MICROTENDIPES"	"MICROTENDIPES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"NILOTHAUMA"	NA	"NILOTHAUMA"	"NILOTHAUMA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PAGASTIELLA"	NA	"PAGASTIELLA"	"PAGASTIELLA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARACHIRONOMUS"	NA	"PARACHIRONOMUS"	"PARACHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARACLADOPELMA"	NA	"PARACLADOPELMA"	"PARACLADOPELMA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARALAUTERBORNIELLA"	"PARALAUTERBORNIELLA.NIGROHALTERALE"	"PARALAUTERBORNIELLA.NIGROHALTERALE"	"PARALAUTERBORNIELLA nigrohalterale"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PARATENDIPES"	NA	"PARATENDIPES"	"PARATENDIPES"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"PHAENOPSECTRA"	NA	"PHAENOPSECTRA"	"PHAENOPSECTRA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.AVICEPS"	"POLYPEDILUM.AVICEPS"	"POLYPEDILUM aviceps"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.FALLAX"	"POLYPEDILUM.FALLAX"	"POLYPEDILUM fallax grp"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.FLAVUM"	"POLYPEDILUM.FLAVUM"	"POLYPEDILUM flavum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.ILLINOENSE"	"POLYPEDILUM.ILLINOENSE"	"POLYPEDILUM illinoense"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.SCALAENUM"	"POLYPEDILUM.SCALAENUM"	"POLYPEDILUM scalaenum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	"POLYPEDILUM.TRITUM"	"POLYPEDILUM.TRITUM"	"POLYPEDILUM tritum"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"POLYPEDILUM"	NA	"POLYPEDILUM"	"POLYPEDILUM"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"ROBACKIA"	NA	"ROBACKIA"	"ROBACKIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"SAETHERIA"	NA	"SAETHERIA"	"SAETHERIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"STENOCHIRONOMUS"	NA	"STENOCHIRONOMUS"	"STENOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"STICTOCHIRONOMUS"	NA	"STICTOCHIRONOMUS"	"STICTOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"TRIBELOS"	NA	"TRIBELOS"	"TRIBELOS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"CHIRONOMINI"	NA	"XENOCHIRONOMUS"	NA	"XENOCHIRONOMUS"	"XENOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"PSEUDOCHIRONOMINI"	NA	"PSEUDOCHIRONOMUS"	NA	"PSEUDOCHIRONOMUS"	"PSEUDOCHIRONOMUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CLADOTANYTARSUS"	NA	"CLADOTANYTARSUS"	"CLADOTANYTARSUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CONSTEMPELLINA"	NA	"CONSTEMPELLINA"	"CONSTEMPELLINA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"CORYNOCERA"	NA	"CORYNOCERA"	"CORYNOCERA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"MICROPSECTRA"	NA	"MICROPSECTRA"	"MICROPSECTRA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"PARATANYTARSUS"	NA	"PARATANYTARSUS"	"PARATANYTARSUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"RHEOTANYTARSUS"	"RHEOTANYTARSUS.EXIGUUS"	"RHEOTANYTARSUS.EXIGUUS"	"RHEOTANYTARSUS exiguus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"RHEOTANYTARSUS"	"RHEOTANYTARSUS.PELLUCIDUS"	"RHEOTANYTARSUS.PELLUCIDUS"	"RHEOTANYTARSUS pellucidus"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"RHEOTANYTARSUS"	NA	"RHEOTANYTARSUS"	"RHEOTANYTARSUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINA"	NA	"STEMPELLINA"	"STEMPELLINA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"STEMPELLINELLA"	NA	"STEMPELLINELLA"	"STEMPELLINELLA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"SUBLETTEA"	NA	"SUBLETTEA"	"SUBLETTEA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"TANYTARSUS"	NA	"TANYTARSUS"	"TANYTARSUS"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"ZAVRELIA"	NA	"ZAVRELIA"	"ZAVRELIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"CHIRONOMINAE"	"TANYTARSINI"	NA	"ZAVRELIELLA"	"ZAVRELIELLA.MARMORATA"	"ZAVRELIELLA.MARMORATA"	"ZAVRELIELLA marmorata"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"DIAMESA"	NA	"DIAMESA"	"DIAMESA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"PAGASTIA"	NA	"PAGASTIA"	"PAGASTIA"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"POTTHASTIA"	"POTTHASTIA.GAEDII"	"POTTHASTIA.GAEDII"	"POTTHASTIA gaedii"
"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"CULICOMORPHA"	NA	"CHIRONOMIDAE"	"DIAMESINAE"	"DIAMESINI"	NA	"POTTHASTIA"	"POTTHASTIA.LONGIMANA"	"POTTHASTIA.LONGIMANA"	"POTTHASTIA longimana"
